datahora,country,estado,municipio,bioma,Latitude,Longitude
7/3/20,Brasil,MATO GROSSO,PEIXOTO DE AZEVEDO,Amazonia,-9.859,-53.251
7/3/20,Brasil,MATO GROSSO,PEIXOTO DE AZEVEDO,Amazonia,-9.863,-53.258
7/3/20,Brasil,MATO GROSSO,COTRIGUACU,Amazonia,-9.901,-58.255
7/3/20,Brasil,MATO GROSSO,COTRIGUACU,Amazonia,-9.903,-58.265
7/3/20,Brasil,MATO GROSSO,CARLINDA,Amazonia,-9.989,-55.709
7/3/20,Brasil,MATO GROSSO,UNIAO DO SUL,Amazonia,-11.536,-54.513
7/3/20,Brasil,RONDONIA,PARECIS,Amazonia,-12.329,-61.206
7/3/20,Brasil,MATO GROSSO,JUARA,Amazonia,-11.973,-57.651
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-12.723,-56.867
7/3/20,Brasil,MATO GROSSO,JUARA,Amazonia,-11.981,-57.64
7/3/20,Brasil,MATO GROSSO,JUARA,Amazonia,-12.066,-57.464
7/3/20,Brasil,MATO GROSSO,MARCELANDIA,Amazonia,-10.844,-53.802
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-12.732,-56.865
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-12.734,-56.876
7/3/20,Brasil,MATO GROSSO,NOVA UBIRATA,Amazonia,-12.756,-55.242
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-12.832,-57.37
7/3/20,Brasil,MATO GROSSO,GAUCHA DO NORTE,Amazonia,-12.956,-53.378
7/3/20,Brasil,MATO GROSSO,CAMPOS DE JULIO,Cerrado,-13.016,-59.096
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-13.05,-57.207
7/3/20,Brasil,RONDONIA,PIMENTEIRAS DO OESTE,Amazonia,-13.41,-60.847
7/3/20,Brasil,MATO GROSSO,SAO JOSE DO RIO CLARO,Cerrado,-13.48,-56.666
7/3/20,Brasil,MATO GROSSO,PORTO DOS GAUCHOS,Amazonia,-11.824,-56.279
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-11.855,-57.286
7/3/20,Brasil,RONDONIA,PIMENTA BUENO,Amazonia,-11.885,-60.585
7/3/20,Brasil,MATO GROSSO,PORTO ESPERIDIAO,Amazonia,-16.111,-59.26
7/3/20,Brasil,MATO GROSSO,PORTO ESPERIDIAO,Amazonia,-16.139,-59.265
7/3/20,Brasil,MATO GROSSO,SANTA TEREZINHA,Cerrado,-10.288,-50.856
7/3/20,Brasil,AMAZONAS,NHAMUNDA,Amazonia,-2.256,-56.845
7/3/20,Brasil,AMAZONAS,ITAPIRANGA,Amazonia,-2.639,-58.096
7/3/20,Brasil,MATO GROSSO,PORTO ALEGRE DO NORTE,Amazonia,-10.647,-52.15
7/3/20,Brasil,AMAZONAS,MAUES,Amazonia,-3.699,-57.362
7/3/20,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,-11.93,-54.069
7/3/20,Brasil,MATO GROSSO,JUARA,Amazonia,-11.982,-57.65
7/3/20,Brasil,MATO GROSSO,FELIZ NATAL,Amazonia,-12.051,-54.23
7/3/20,Brasil,MATO GROSSO,NOVA MARINGA,Amazonia,-13.511,-57.27
7/3/20,Brasil,RONDONIA,CABIXI,Amazonia,-13.597,-60.867
7/3/20,Brasil,MATO GROSSO,SAO JOSE DO RIO CLARO,Cerrado,-13.618,-56.955
7/3/20,Brasil,MATO GROSSO,TANGARA DA SERRA,Cerrado,-14.157,-58.529
